title,text
"WATCH: Nasty Nancy Wipes Her Dirty Nose With Her Bare Hand, Then Touches House Floor Podium","House Speaker Nancy Pelosi on Thursday wiped her runny nose with her bare hand, then proceeded to use that same hand on the lectern used by other members of Congress.  The 80-year-old Democratic leader’s scarf was also pulled down around her neck.  Pelosi has held Americans hostage for weeks as she sat inside her San Fransisco mansion eating expensive ice cream. Now she’s back, spreading her germs all over the place.  Democratic lawmakers have the nerve to lecture ordinary Americans about the importance of ‘social distancing’ guidelines amid the coronavirus outbreak, yet they can’t follow their own basic instructions.  WATCH: Pelosi wipes her dripping nose with her bare, shivering hand and then wipes that hand all over the House floor podium used by all other members of Congress.She wants to spend trillions of your money fighting China virus but can’t practice basic hygienepic.twitter.com/MZYdzsRi34 Coronavirus May Be Nature’s Response To Climate Change Says Pope Francis Bill and Melinda Gates Stored Survival Food in Basement Years Ago for a Pandemic 
			 "
Coronavirus May Be Nature’s Response To Climate Change Says Pope Francis,"Pope Francis believes that the coronavirus pandemic is one of “nature’s responses” to humans ignoring the climate crisis.  He has also suggested that people find creative ways of being  at home during lockdown,  saying: “Take care of yourselves for a future that will come” CNN reports: In  an email interview published Wednesday in The Tablet and Commonwealth  magazines, the pontiff said the outbreak offered an opportunity to slow  down the rate of production and consumption and to learn to understand  and contemplate the natural world. “We  did not respond to the partial catastrophes. Who now speaks of the  fires in Australia, or remembers that 18 months ago a boat could cross  the North Pole because the glaciers had all melted? Who speaks now of  the floods?” the Pope said.   “I don’t know if these are the revenge of nature, but they are certainly nature’s responses,” he added. The pandemic has radically changed the way the Vatican operates, with the Pope celebrating Palm Sunday mass in an empty church and the sites normally packed with tourists empty. The  83-year-old Pope, who has a damaged lung from an infection in his 20s,  has twice tested negative for the novel coronavirus.  He is being  distanced from anyone who might be carrying the virus, takes his meals  in his private quarters, and uses hand sanitizer before and after  meeting any guests, the Vatican press office said. Pope  Francis also said in the interview he was recovering from his  bronchitis and praying even more from his residence in the Vatican  during this “time of great uncertainty.”  CNN Reporter Says Coronavirus Lockdown Has ‘Helped Humanity’ Buy Time To Address Global Warming WATCH: Nasty Nancy Wipes Her Dirty Nose With Her Bare Hand, Then Touches House Floor Podium 
			 "
CNN Reporter Says Coronavirus Lockdown Has ‘Helped Humanity’ Buy Time To Address Global Warming,"CNN reporter Bill Weir believes that the coronavirus is having a positive impact on climate change. He claims that the current lockdowns are helping humanity buy time to  address the effects of global warming.  Daily Wire reports: Like many environmentalists, it appears Weir is looking on the bright  side of coronavirus-related lockdowns, which have had an economic impact on an estimated 43% of Americans and left at least 26 million out  of work, according to the latest numbers from the Department of Labor,  issued Thursday. Weir also appears to claim the virus comes as the result of increased deforestation in his Earth Day CNN segment. CNN’s @BillWeirCNN says Coronavirus “has helped humanity buy some time against global warming”; claims the virus came from too much deforestation pic.twitter.com/gfmYcgKrOr There are, of course, competing theories as to how the novel 
coronavirus that causes COVID-19 became a national pandemic, but most 
center on events in Wuhan, China, and focus on either the consumption of
 endangered species, like the pangolin, or the possibility that the 
virus “escaped” from a research lab that was investigating a number of 
coronaviruses without taking proper precaution. The coronavirus has had an impact on pollution, as many outlets noted in their Earth Day coverage Wednesday. Bezos Wealth SKYROCKETS by $24 Billion as 17 Million Americans Lose Their Jobs Coronavirus May Be Nature’s Response To Climate Change Says Pope Francis 
			 "
Bezos Wealth SKYROCKETS by $24 Billion as 17 Million Americans Lose Their Jobs,"One of the world’s richest men, Jeff Bezos, has seen a staggering $24 billion increase in his wealth recently, as ordinary Americans struggle to put food on the table. Just one week after 17 million hard-working Americans filed for unemployment, Amazon boss Jeff Bezos saw his net worth increase to $138.5 billion as Amazon’s stock hit all time highs on Tuesday.  The stock increase was aided by massive fiscal and monetary stimulus flooding the stock market.  With historic unemployment numbers on the horizon, banks are now warning that loan losses fuelled by job cuts could rival those from the 2008 global financial crisis. Among the weakest sectors cutting employees first is the very sector that Amazon is profiting from: retail. Bezos is among the top elites who have seen their fortunes soar as the Fed continues to focus on its sole mandate of jamming stocks higher.  The combined net worth of the world’s 500 richest people is up an eye-watering 20% from its low on March 23, as a result.  Zerohedge.com reports: Matt Maley, chief market strategist at Miller Tabak + Co said: “The wealth gap, it’s only going to get wider with what’s going on now. The really wealthy people haven’t had to worry. Yes, they’re less wealthy, but you haven’t had to worry about putting food on the table or keeping a roof over your head.” Meanwhile, corporate insiders continue to buy their own stock at a quick clip, indicating that executives believe the worst could be behind us. Carnival Corp. board member Randall Weisenburger, for example, bought $10 million of his company’s stock in the open market last week.  While a couple of big names in oil have seen major losses, like Harold Hamm, who has seen his fortune fall 64% to $3.7 billion, other executives are experiencing significant gains. Bezos has added about $24 billion to his wealth in 2020. His ex-wife, Mackenzie Bezos, has seen her net worth climb $8.2 billion to $45.3 billion. Elon Musk has seen his fortune rise by $10.4 billion and the Walton family at the helm of Wal-Mart has seen their combined net worth grow to $169 billion.  Maley concluded: “The unfairness of it all is who is going to benefit from it most. Money makes money.” While Bezos is getting richer, The Verge has reported that Amazon is going to be making “drastic cuts” to affiliate commission rates starting next week: Amazon is planning to make dramatic cuts to commission rates for its affiliate marketing program, which allows media organizations, e-commerce companies, and small and independent businesses to receive a cut of revenue from a sale if a customer lands on the product page and purchases the item through a provided link. The cuts go into effect on April 21st, according to CNBC, and some product categories will see drops of more than 50 percent. The cuts will no doubt come as a blow to digital media companies who spent time building out infrastructure to recommend users buy products from Amazon. The Verge notes that “companies like BuzzFeed and New York Times-owned Wirecutter are among the more prominent commerce providers in the industry” – so we guess we can expect negative op-eds from those blogs at some point soon.  Finally, recall yesterday we reported that Amazon had fired 3 employees who spoke out about working conditions at the company during the coronavirus pandemic. The company confirmed that it had fired Emily Cunningham, Bashir Mohamed and Maren Costa for violating company policy. Amazon commented: “We support every employee’s right to criticize their employer’s working conditions, but that does not come with blanket immunity against any and all internal policies. We terminated these employees for repeatedly violating internal policies.” With regard to Mohamed’s firing, the company stated: “This individual was terminated as a result of progressive disciplinary action for inappropriate language, behavior and violating social distancing guidelines.” That, or perhaps Amazon just found their lack of faith in the Jeff Bezos’ best intentions disturbing. London Mayor Sadiq Khan: “Racism” to Blame for Coronavirus Among Minorities CNN Reporter Says Coronavirus Lockdown Has ‘Helped Humanity’ Buy Time To Address Global Warming 
			 "
London Mayor Sadiq Khan: “Racism” to Blame for Coronavirus Among Minorities,"London mayor Sadiq Khan says “structural racism” is to blame for COVID-19 infections among the country’s minority groups.  Khan has urged the British government to start collecting and publishing the ethnicities of those infected with the Chinese virus, claiming that racial inequality is likely the reason why people of black, Asian, and minority ethnic (BAME) backgrounds have been overrepresented in the pandemic. “Even though it can be uncomfortable for some to acknowledge, we cannot ignore the barriers of discrimination and structural racism that exist in our society, which contribute to ethnic minorities being more likely to suffer from poverty, have underlying health conditions and work in insecure, low-paid jobs,” Mayor Khan wrote in a column for The Guardian. Khan claims that because  “people from ethnic minority backgrounds are overrepresented in poor, overcrowded accommodation, or households with multiple generations under one roof”, they are more likely to become infected with the deadly virus. “Many simply don’t have the luxury of being able to work safely from home during the lockdown. All of this contributes to a BAME population with worse health than average, lower life expectancy and a greater prevalence of serious underlying health conditions, such as heart disease, asthma and diabetes,” he said. Breitbart.com reports: The London mayor also called for a “new social contract” after the coronavirus pandemic has passed, in order to reduce “racial and economic equality, and prioritises the welfare and wellbeing of every single community in this country”. Khan’s attempt to link coronavirus cases with alleged structural racism echoes similar left narratives in the United States. Progressive members of the U.S. Congress including Sen. Elizabeth Warren (D-MA), Sen. Cory Booker (D-NJ), Sen. Kamala Harris (D-CA), and Rep. Robin Kelly (D-IL) made a similar demand of the government to release data about the racial background of coronavirus patients. “Any attempt to contain COVID-19 in the United States will have to address its potential spread in low-income communities of color, first and foremost to protect the lives of people in those communities, but also to slow the spread of the virus in the country as a whole,” the lawmakers wrote. Alexandria Ocasio Cortez, the far-left congresswoman from New York, suggested that coronavirus relief money should be “drafted with a lens of reparations” in order to make up for “environmental racism” and other “underlying health conditions” that have caused minorities to be “disproportionately” affected by the virus. To date, the coronavirus is known to hav infected some nearly two and a half million people of widely disparate racial backgrounds across the globe. USA on Brink of “Mass Civil Unrest” – Expert Warns Bezos Wealth SKYROCKETS by $24 Billion as 17 Million Americans Lose Their Jobs 
			 "
USA on Brink of “Mass Civil Unrest” – Expert Warns,"America is on the brink of “mass civil unrest” as a result of the draconian lockdown measures imposed by local and federal government, an expert has warned. Demonstrations against coronavirus stay-at-home orders have exploded across the country over the las week after President Trump appeared to encourage them on social media. The National Guard has been deployed in some areas to deal with potential disorder.  Speaking to Sky News Australia, James Brown, a former Australian Army officer who commanded a cavalry troop in Iraq, warned that the very specific mentality of Americans made them much more likely to resist lockdown measures compared to citizens of other countries.  “There is that part of the US political psyche that takes rights to a complete extreme,” said Brown, adding that “mass civil unrest” is a possibility due to Americans sharing a “deep independent streak that believes the government is a nice-to-have not a must-have.” WATCH: Summit.news reports: The host of the show opined that if “anarchy” were to break out across the United States, “the government can’t bring the people to heel” due to the Second Amendment. Brown said he had friends on Capitol Hill who were very worried about mass social disorder and a “gun battle on the streets.” Brown said that so long as most people believed that states were making progress on battling coronavirus, they would accept and adhere to lockdown laws for the time being. “But people will chafe, that idea of individual freedom and liberty is much stronger in the U.S. than it is Australia,” he added. Rosie O’Donnell: Americans Are Gonna Vote ‘Mentally Ill’ Trump Out In a ‘Landslide’ London Mayor Sadiq Khan: “Racism” to Blame for Coronavirus Among Minorities 
			 "
Rosie O’Donnell: Americans Are Gonna Vote ‘Mentally Ill’ Trump Out In a ‘Landslide’,"Far-left actress and activist Rosie O’Donnell has predicted that Americans will “rise to the occasion” in November’s presidential election and vote “mentally ill” Donald Trump out of office in a landslide. “I think November we’re gonna be a landslide and take him out, that’s what I have to believe,” O’Donnell said when asked about this year’s election during an appearance on Marc Maron’s podcast that aired on Monday.  “I firmly believe that the heart of the nation is bigger than his mental illness and people will rise to the occasion and vote him out.” Rosie O’Donnell has a history of making wild claims about President Trump. Last year she claimed the president has an incestuous relationship with his daughter Ivanka.  “There’s a prevalent incest feel amongst Donald Trump and his children, at least his daughter. Very creepy…I think she’s, you know, a talentless, non-intelligent, non-powerful woman,” said O’Donnell.  Last year, the Sleepless in Seattle star predicted that Trump would be “arrested” before the 2020 presidential election even takes place. “I think he’ll be arrested,” O’Donnell said at the time. “I believe in America and I believe in our political system and I believe we will right the wrong of the tyranny of Donald Trump.” With a little over six months to go until November’s election and the dropping of all charges of Russian collusion against the president, it seems unlikely that her first prediction will bear out.  With the Democrats seemingly intent on nominating former Vice President Joe Biden for the presidency, it also seems highly unlikely President Trump is going to lose in a landslide.  410,000 People Sign White House Petition To Investigate Bill Gates For Crimes Against Humanity USA on Brink of “Mass Civil Unrest” – Expert Warns 
			 "
"410,000 People Sign White House Petition To Investigate Bill Gates For Crimes Against Humanity","A petition to investigate Bill Gates for “crimes against humanity” and “medical malpractice” has amassed a staggering 410,000 signatures from concerned citizens, more than four times the number required for an official response from the White House. The “We the People” petition asks the federal government to call on Congress to investigate the Bill and Melinda Gates Foundation, stating that “Congress and all other governing bodies are derelict in duty until a thorough and public inquiry is complete.“ The White House petition can be accessed here. The petition created on April 10 reached the threshold of 100,000 signatures within days, meaning the White House should address the issue within 60 days. As the White House “We the People” website explains, the petition platform empowers every American citizen “to become an agent of change” – and, if a petition gains 100,000 signatures in 30 days, the White House will “make sure it gets in front of the appropriate policy experts”: “We the People is a platform that empowers the American public to take this action like never before – it’s a way for anybody, anywhere, to speak directly to the government and become an agent for change. “With We the People, you can easily create a petition online, share it, and collect signatures. If you gather 100,000 signature in 30 days, we’ll review your petition, make sure it gets in front of the appropriate policy experts, and issue an official response.” Robert F. Kennedy Jr., the nephew of former President John F. Kennedy, has also sharply criticized Gates for what he describes as a “messianic conviction that he is ordained to save the world with technology.” “Vaccines, for Bill Gates, are a strategic philanthropy that feed his many vaccine-related businesses (including Microsoft’s ambition to control a global vac ID enterprise) and give him dictatorial control over global health policy—the spear tip of corporate neo-imperialism,” Kennedy Jr. wrote. “Gates’ obsession with vaccines seems fueled by a messianic conviction that he is ordained to save the world with technology and a god-like willingness to experiment with the lives of lesser humans.” RELATED: Robert F. Kennedy Jr: ‘Bill Gates Couldn’t Even Save Windows From Viruses’- He Needs To ‘Sit Down’ FCC Investigating Schiff for ‘Privacy Law’ Violations During Impeachment Sham Rosie O’Donnell: Americans Are Gonna Vote ‘Mentally Ill’ Trump Out In a ‘Landslide’ 
			 "
FCC Investigating Schiff for ‘Privacy Law’ Violations During Impeachment Sham,"FCC Commissioner Brendan Carr is seeking answers from House Intelligence Committee Chairman Adam Schiff about his use of secret subpoenas that essentially set up a “unilateral & unchecked” surveillance state to target the president’s allies. Rep. Adam Schiff spent months launching secret impeachment hearings and obliterating ethical boundaries, gambling on the assumption that his conduct would not be called into question. But Schiff gambled and lost. Brendan Carr, one of the straightest arrows in government, sent Schiff a five-page letter last month demanding answers about his unusual subpoena activity. “Chairman Schiff has been collecting Americans’ private call records through a secret & partisan process. He even published some of them in the Impeachment Report,” Carr tweeted along with a copy of his letter. “These sensitive records are protected by federal law. His conduct raises serious concerns & I’ve asked for answers. By proceeding in secret, Schiff deprived Americans — from private citizens to his political opponents to a journalist — of their legal right to go to court and seek to maintain the confidentiality of their sensitive call records.  “As a country, are we comfortable with one political party in Congress having the unilateral & unchecked power to secretly obtain & publicize the confidential call records of any private citizen, journalist, or government official? Chairman Schiff has been doing exactly that.” Chairman Schiff has been collecting Americans’ private call records through a secret & partisan process.He even published some of them in the Impeachment Report.These sensitive records are protected by federal law.His conduct raises serious concerns & I’ve asked for answers https://t.co/WrdGf1n1P2 Newsmax reports: Schiff published Nunes’ phone records in the committee’s sweeping impeachment report, indicating that Nunes had multiple communications with key figures in the inquiry: Giuliani, and Giuliani’s Soviet-born associate Lev Parnas, who has been indicted on campaign finance charges. The records also show Giuliani was in communication with Solomon, a conservative opinion columnist. Kim Strassel of The Wall Street Journal described Schiff’s actions as devious and abusive. Schiff “didn’t notify his targets, and Republican committee members were barred from telling the public what they knew,” Strassel wrote. “Worse, he deceived one of his targets. He sent a subpoena for call records to Mr. Giuliani on Sept. 30 and suggested Mr. Giuliani had two weeks to work with the committee, even as Mr. Schiff was already secretly demanding Giuliani call records from a phone carrier.” Schiff has said it is standard procedure for investigators to seek phone records; he hasn’t revealed the names of individuals found in the call log who are not the target of a criminal investigation. “It is, I think, deeply concerning that at a time when the president of the United States was using the power of his office to dig up dirt on a political rival that there may be evidence that there were members of Congress that were complicit in that activity,” Schiff said on Dec. 3. Democrat Rep Resigns and Endorses Trump For Reelection: ‘I’m Putting My Country Before My Party’ 410,000 People Sign White House Petition To Investigate Bill Gates For Crimes Against Humanity 
			 "
Democrat Rep Resigns and Endorses Trump For Reelection: ‘I’m Putting My Country Before My Party’,"Georgia House Democrat Rep. Vernon Jones has endorsed President Donald Trump for reelection and resigned from his seat, stating “I’m sick and tired of me and my family being attacked and harassed by the Democrat Party for putting my country before my party.“ Jones caused shockwaves when he made the announcement in a formal statement on Wednesday morning, the Atlanta Journal-Constitution reported. “Turn the lights off, I have left the plantation,” Jones said in the statement. “Someone else can occupy that suite. Therefore, I intend not to complete my term effective April 22, 2020.” Reporter Hayley Mason also posted a full statement from Jones on Twitter. “I’m sick and tired of me and my family being attacked and harassed by the Democrat Party for putting my country before my party. I take pride in being an independent thinker,” the Georgia Democrat said. “I don’t plan to leave the Democratic Party because somebody’s got to be in there to hold them accountable —hold them accountable to how they are treating black people (and) root out the bigotry,” Jones said on The Rashad Richey Morning Show shortly after announcing his resignation. On Twitter, Jones wrote: “The Left hates me because they can’t control me. They can stay mad.” The Left hates me because they can’t control me. They can stay mad. Newsweek report: Jones drew substantial criticism after he endorsed Trump for re-election last Tuesday. The Georgia state lawmaker pointed to the president’s criminal justice reform efforts, as well as low levels of unemployment for black Americans during most of Trump’s presidency. “It’s very simple to me. President Trump’s handling of the economy, his support for historically black colleges and his criminal justice initiatives drew me to endorse his campaign,” Jones told the AJC last week. “There are a lot of African Americans who clearly see and appreciate he’s doing something that’s never been done before,” he added. “When you look at the unemployment rates among black Americans before the pandemic, they were at historic lows. That’s just a fact.” Jones had shared a video explaining his endorsement of Trump on Twitter as well. “I’m a Georgia State Representative and lifelong Democrat. But in this election, I’ll be casting my vote for @realdonaldtrump. I didn’t leave the Democratic Party. The Party left me,” he captioned the post with the clip. Nikema Williams, the chair of Georgia’s Democratic Party, said Jones “does not stand for our values” last week.  D.C. Police Confirm ‘Active, Ongoing Investigation’ Into Joe Biden Sex Assault Complaint FCC Investigating Schiff for ‘Privacy Law’ Violations During Impeachment Sham 
			 "
"D.C. Police Confirm ‘Active, Ongoing Investigation’ Into Joe Biden Sex Assault Complaint","The Metropolitan Police Department of the District of Columbia has confirmed an “active, ongoing investigation” into the sex assault complaint against Democrat presidential nominee Joe Biden, while complainant Tara Reade says police have assigned her a “victim’s advocate” who is helping her with “safety planning.”  “This is an active, ongoing investigation, and there are no further details to provide at this time,” a Metropolitan Police Department spokesperson told the Washington Examiner Tuesday regarding Reade’s case.  Tara Reade, the former Biden Senate staffer who accused him of sexual assault, said the D.C. police department has assigned her a victim’s advocate  who is “helping me mainly with safety planning.”  “Cases that are handled by the Metropolitan Police Department’s Sexual Assault Unit go through a multi-review prior to being assigned a disposition. This case is progressing through the review process,” the Metropolitan Police Department spokesperson said. The investigation remaining open, despite the alleged incident occurring past the statute of limitations, struck multiple experts as highly unusual.  WashingtonExaminer reports: Reade alleges that in 1993 when she worked as a staff assistant in Biden’s Senate office, he pushed her up against the wall and penetrated her with his fingers. Biden’s presidential campaign denies Reade’s allegations, although the former two-term vice president has yet to comment on the matter directly. On April 9, Reade filed an incident report with the D.C. police that said she “disclosed that she was the victim of a sexual assault which was committed by Subject-2 in 1993.” Reade has confirmed that Subject-2 is Joe Biden, 77, who was a Delaware senator from 1973-2009 before becoming President Barack Obama’s vice president.  Reade, 56, said that she filed an incident report for “safety reasons,” for the purpose of establishing a paper trail in case “something happened to me” and to show that she is serious about her allegation since it is illegal to make a false police report.  Since coming forward with her allegations against Biden, she regularly receives threatening and vulgar messages, she told the Washington Examiner. Because the incident is past the statute of limitations, she told the Washington Examiner that she expected the police to do no more than note her complaint and not investigate it. Reade told the Washington Examiner that she has no plans to sue Biden in civil court, where D.C. has removed the statute of limitations on sex crimes. Reade said that she was assigned a victim’s advocate within the police department and connected to another one through an outside nonprofit group. “They’re helping me mainly with safety planning,” she said. The D.C. police did not confirm that Reade was assigned a victim’s advocate, although experts say such aid is standard for any individual who claims they were assaulted.  Former police officers who have worked in D.C., and sex crime experts, say there could be numerous reasons why the case has yet to be closed.  “Sometimes they receive information that is never going to lead to a criminal charge, but nonetheless, does invoke some of their obligations as public safety officials,” said Wendy Murphy, a professor of sexual violence law at New England Law Boston and a former sex crimes prosecutor.  “Is it usual or typical? I think the answer is no. But this is also not a usual, typical case,” Murphy said.  Among the reasons that the case remains open nearly two weeks after Reade made her report, Murphy said, could be that the officers have concerns about safety, or they could think that what Reade reported leads to other revelations.  “You don’t waste resources reviewing something that has no purpose,” Murphy said.  The decision by the D.C. police department struck several former police officers as peculiar, citing the fact that there is ultimately little law enforcement can do should they believe Reade’s allegations.  One former officer, who spent years on the force in Washington and spoke to the Washington Examiner on the condition of anonymity because he now works as a consultant for various police departments around the country, said the move struck him as out-of-the-ordinary.  “I wouldn’t expect a department to look into this for that long, maybe just take a report and close it out. It would also automatically be closed. They wouldn’t spend time investigating something they can’t prosecute,” the individual said.  “I’m sure the D.C. PD has plenty of work without creating it. Obviously, it’s a very high-profile case, so high-profile cases get a lot more attention, unfortunately, than if the victim or offender wasn’t a known public figure. In spite of that, I wouldn’t expect them to proceed on something that had no chance of getting prosecution.”  Robert Pusins, a former police officer in Florida who now serves as an expert witness in civil trials, said that he thinks the case is open because “it involves a high-profile person such as a former vice president.”  “It’s a balancing act, and either way, the police are gonna be caught in the middle and criticized for not investigating thoroughly or investigating thoroughly a 30-year-old claim,” Pusins said.  Reade told the Washington Examiner that she hopes this development encourages any other people who might have an allegation against Biden.  “There is a mechanism for them to remain anonymous by going to the D.C. metro police, or they can direct them to their law enforcement,” she said. While Everyone Talks About Covid-19, Democrats Attempt to Sneak In Strictest Gun Control Measures Ever Democrat Rep Resigns and Endorses Trump For Reelection: ‘I’m Putting My Country Before My Party’ 
			 "
"While Everyone Talks About Covid-19, Democrats Attempt to Sneak In Strictest Gun Control Measures Ever","With the whole country distracted by news of the coronavirus and lockdown, lawmakers in Washington D.C. are attempting to sneak in one of the most draconian anti-gun bills that the country has ever seen. Titled the “Gun Violence Prevention and Community Safety Act of 2020,” the bill will require all Americans to obtain a license before purchasing a firearm. The change of law would mean our constitutional right to keep and bear arms would instead become a privilege for which we must first obtain permission for from the federal government. The bill, introduced on January 30, requires that a person must be 21 years or older to buy a gun, as well as pass a written and field test to “demonstrate safe use of a firearm.” The lawmakers tout that their bill would “require individuals to obtain a license,” “raise the minimum age from 18 to 21 years,” “establish new background check requirements,” and “create a statutory process for a family or household member to petition a court for an extreme risk protection order to remove firearms from an individual,” among other things. Phillip Schneider at Waking Times reports: The purchaser must also hand over a photograph, giving the government valuable facial recognition data. Additionally, the license only lasts for 10 years and gun buyers could have their purchase delayed by up to 40 days before the Attorney General issues it to them. The law would also make it illegal for a parent to pass down a gun to their children without going through time-consuming and costly legal hoops first, at threat of fines or jail time. In other words, the bill includes everything that the most radical anti-gunners want, short of an outright ban and repeal of the second amendment. It includes new age limits, red flag confiscations, increased taxes on guns and ammunition, an arbitrary ban on nearly all semi-automatic rifles, and the requirement of a federal firearms license. While also being what the Firearms Policy Coalition (FPC) calls, “the worst anti-gun legislation that FPC have ever seen,” the bill is illegal both in the letter and spirit of the second amendment. “On every question of construction let us carry ourselves back to the time when the Constitution was adopted,” said Thomas Jefferson on interpreting the constitution. “Recollect the spirit manifested in the debates, and instead of trying what meaning can be squeezed out of the text, or invented against it, conform to the probable one which was passed.” It’s hard to imagine that the founding fathers, after fighting a brutal war for independence and passing the bill of rights specifically to protect the people against government overreach, intended for “shall not be infringed” to mean “it’s okay if the federal government requires me to get a license, provide them with pictures, and pass their safety tests before I can exercise my right to keep and bear arms.” Nonetheless, that won’t stop this coalition of 18 congressional Democrats from attempting to force their unconstitutional law on the American people. If this bill were to pass, it would place the most draconian federal restrictions on access to firearms in the history of the country. Missouri SUES ‘Lying’ China For Coronavirus: ‘Campaign of Deceit Launched This Pandemic’ D.C. Police Confirm ‘Active, Ongoing Investigation’ Into Joe Biden Sex Assault Complaint 
			 "
Missouri SUES ‘Lying’ China For Coronavirus: ‘Campaign of Deceit Launched This Pandemic’,"The state of Missouri has filed a lawsuit against the Chinese communist government over the coronavirus pandemic, claiming China is responsible for the outbreak that has caused “enormous death, suffering, and economic losses they inflicted on the world, including Missourians.” The lawsuit, filed in the U.S. District Court for Eastern Missouri on Tuesday, alleges Chinese officials silenced whistleblowers and lied to the world about the nature of the coronavirus. ‘The Chinese government lied to the world about the danger and contagious nature of COVID-19, silenced whistleblowers, and did little to stop the spread of the disease,’ Republican Attorney General Eric Schmitt’s office said in a written statement. ‘They must be held accountable for their actions.’ ‘An appalling campaign of deceit, concealment, misfeasance, and inaction by Chinese authorities unleashed this pandemic,‘ the suit says. DailyMail report: This marks the first time a state has sued China over its handling of the COVID-19 outbreak.  World leaders including President Donald Trump, German Chancellor Angela Merkel, French President Emmanuel Macron, Australia’s Foreign Minister Marise Payne have expressed concerns over Beijing’s transparency amid the virus. On Monday 22 Republican lawmakers requested that the Trump administration bring a case against China to the International Court of Justice for the country’s actions in the coronavirus pandemic.  Schmitt’s office accuses China of negligence and claims the pandemic cost Missourians possibly tens of billions of dollars in economic damage.   Schmitt’s office is seeking unspecified damages for deaths in Missouri and the hit the virus has taken on the state’s economy. ‘In Missouri, the impact of the virus is very real – thousands have been infected and many have died, families have been separated from dying loved ones, small businesses are shuttering their doors, and those living paycheck to paycheck are struggling to put food on their table,’ he said in his statement.  In Missouri there are over 6,000 cases and over 200 deaths in the the state. Nationwide there are over 800,000 cases of the virus and over 45,000 deaths.  One estimate says that coronavirus lockdowns in the state have cost Missouri $44billion, according to Fox.  The state also accuses China of hiding key information that could have prevented the spread of the virus and hoarding masks and other personal protective equipment as the rest of the globe was in dire need.  ‘An appalling campaign of deceit, concealment, misfeasance, and inaction by Chinese authorities unleashed this pandemic,‘ the suit says. ‘During the critical weeks of the initial outbreak, Chinese authorities deceived the public, suppressed crucial information, arrested whistleblowers, denied human-to-human transmission in the face of mounting evidence, destroyed critical medical research, permitted millions of people to be exposed to the virus, and even hoarded personal protective equipment—thus causing a global pandemic that was unnecessary and preventable.’  While the suit lists a number of claims of China’s wrongdoing, it also mentions the theory that the virus could have escaped from the Wuhan Institute of Virology, a biosafety level 4 lab that studies infectious diseases including coronavirus.  The lawsuit names The People’s Republic of China – which is the official Chinese government – and the Chinese Communist Party.  China is already facing similar lawsuits filed by at least seven federal class-action suits filed by private groups in US courts.   However, international law experts say that efforts to hold China liable for the coronavirus in U.S. courts will likely fail. A legal doctrine called sovereign immunity offers foreign governments broad protection from being sued in U.S. courts, said Tom Ginsburg, a professor of international law at the University of Chicago, said to Reuters.  He says the recent flurry of lawsuits against China serve a political end for Republican leaders facing an election in November. ‘We are seeing a lot of people on the political right focus on the China issue to cover up for the U.S. government’s own errors,’ Ginsburg said. ‘If the United States wants to bring claims against China, it will have to do so in an international forum. There is no civil jurisdiction over such claims in U.S. courts,’ Chimène Keitner, an international law professor at the University of California, Hastings College of the Law in San Francisco, said.   Netherlands Begins Euthanizing Patients With Severe Dementia While Everyone Talks About Covid-19, Democrats Attempt to Sneak In Strictest Gun Control Measures Ever 
			 "
Netherlands Begins Euthanizing Patients With Severe Dementia,"Doctors can now euthanize patients with severe dementia in the Netherlands without fear of prosecution even if the patient no longer expresses a wish to die, following a ruling by the country’s supreme court. The decision followed a landmark case in which a doctor was acquitted of wrongdoing for euthanizing a 74-year-old woman with severe Alzheimer’s who had requested the procedure before her condition became worse. The unnamed woman had to be restrained by her family, despite being given a sedative in her coffee before the procedure.  The Guardian report: Prosecutors accused the doctor of going through with the euthanasia without properly consulting her client, saying the 74-year-old woman might have changed her mind about dying. Lower Dutch courts acquitted the doctor of wrongdoing and prosecutors dropped the charges. The case was referred to the supreme court for a legal clarification “in the interest of the law”. The Hague-based court ruled: “A physician may carry out a written request beforehand for euthanasia in people with advanced dementia.” But it would have to be under the strict rules for euthanasia, including that the patient must have “unbearable and endless suffering” and that at least two doctors must have agreed to carry out the procedure. The patient must also have requested euthanasia before they could “no longer express their will as a result of advanced dementia”. Tuesday’s verdict underscored similar judgments in the lower courts, which also agreed that the 64-year-old doctor followed the correct procedures prescribed by the government. The case was seen as an important test of the law in the Netherlands, which legalised euthanasia in 2002, followed shortly afterwards by neighbouring Belgium. Marina Abramovic Demands ‘Conspiracy Theorists’ Leave Her Alone: ‘I’m Not a Satanist’ Missouri SUES ‘Lying’ China For Coronavirus: ‘Campaign of Deceit Launched This Pandemic’ 
			 "
